Tipo_Noticia,Texto,Classificação,Percentual_Negativa,Percentual_Positiva,Percentual_Neutra,Data_Cadastro
Mudanças Climáticas,ondas de calor intensificadas pelo aquecimento global afetam grandes centros urbanos causando impactos na saude publica,Negativa,88.5,6.3,5.2,2025-05-08 00:00:00
Biodiversidade,pesquisadores registram o primeiro avistamento de especie rara de felino em area recentemente protegida,Positiva,9.2,79.8,11.0,2025-05-08 00:00:00
Políticas Públicas,governo federal amplia incentivos para empresas que adotam praticas sustentaveis e reduzem emissoes de carbono,Positiva,10.3,77.6,12.1,2025-05-08 00:00:00
Tecnologia Ambiental,novo sistema de filtragem desenvolvido por startup brasileira promete descontaminar rios poluidos com eficiencia recorde,Positiva,8.9,80.7,10.4,2025-05-08 00:00:00
Desmatamento,exploracao ilegal de madeira cresce em territorios indigenas pressionando liderancas locais e comprometendo biodiversidade,Negativa,91.3,4.5,4.2,2025-05-08 00:00:00
Outros,projeto escolar ensina criancas sobre sustentabilidade por meio de hortas comunitarias e reciclagem criativa,Neutra,12.8,19.7,67.5,2025-05-08 00:00:00
Poluição,analises revelam niveis alarmantes de mercurio em reservatorios de abastecimento devido a despejo industrial sem controle,Negativa,89.7,5.1,5.2,2025-05-08 00:00:00
Conservação,programa de preservacao de recifes de corais apresenta resultados positivos com aumento da fauna marinha nas areas protegidas,Positiva,9.0,80.3,10.7,2025-05-08 00:00:00
Queimadas,relatorios apontam que mais de cinquenta por cento das queimadas sao provocadas por praticas agricolas inadequadas,Negativa,89.2,5.6,5.2,2025-05-08 00:00:00
Restauração Ecológica,moradores de zona urbana iniciam recuperacao de pracas abandonadas com plantio de arvores nativas e jardins filtrantes,Positiva,9.1,80.2,10.7,2025-05-08 00:00:00
Mudanças Climáticas,estudo alerta que eventos climaticos extremos como furacoes e tempestades estao cada vez mais frequentes no hemisferio sul,Negativa,87.9,6.1,6.0,2025-05-08 00:00:00
Biodiversidade,acao comunitaria ajuda a recuperar habitat de aves ameacadas com o plantio de vegetacao nativa e manejo de areas alagadas,Positiva,8.7,79.6,11.7,2025-05-08 00:00:00
Políticas Públicas,estado lanca programa de incentivo a recuperacao de areas degradadas com subsidios para produtores rurais,Positiva,10.0,78.3,11.7,2025-05-08 00:00:00
Tecnologia Ambiental,universidade cria sistema baseado em inteligencia artificial para monitorar qualidade do ar e prever picos de poluicao,Positiva,8.5,81.0,10.5,2025-05-08 00:00:00
Desmatamento,expansao da fronteira agricola sem planejamento sustentavel acelera a perda de florestas em regioes criticas,Negativa,90.5,4.8,4.7,2025-05-08 00:00:00
Outros,ativistas organizam festival ambiental com palestras sobre mudancas climaticas e solucoes ecologicas para o dia a dia,Neutra,12.5,21.0,66.5,2025-05-08 00:00:00
Poluição,residuos plasticos sao encontrados em aguas profundas de areas protegidas indicando alcance global da crise do lixo,Negativa,90.8,5.0,4.2,2025-05-08 00:00:00
Conservação,municipio inaugura parque ecologico em area antes abandonada promovendo turismo sustentavel e educacao ambiental,Positiva,9.3,78.9,11.8,2025-05-08 00:00:00
Queimadas,queimadas descontroladas provocam desabastecimento de agua em municipios do interior afetando milhares de familias,Negativa,88.6,5.9,5.5,2025-05-08 00:00:00
Restauração Ecológica,projeto comunitario recupera areas degradadas por mineracao transformando o solo em florestas produtivas,Positiva,9.5,79.4,11.1,2025-05-08 00:00:00
Mudanças Climáticas,fenomeno climatico extremo causa alagamentos em diversas cidades exigindo acao emergencial do governo,Negativa,87.4,6.2,6.4,2025-05-08 00:00:00
Biodiversidade,monitoramento indica crescimento populacional de oncas pintadas em areas de conservacao comprovando eficacia do manejo,Positiva,9.7,78.5,11.8,2025-05-08 00:00:00
Políticas Públicas,governo municipal amplia programa de reciclagem com implantacao de novos ecopontos e incentivos fiscais para empresas,Positiva,10.2,77.5,12.3,2025-05-08 00:00:00
Tecnologia Ambiental,ciencia desenvolve bioplastico feito a partir de algas marinhas como alternativa sustentavel para embalagens,Positiva,8.9,80.6,10.5,2025-05-08 00:00:00
Desmatamento,expedicao cientifica flagra areas de desmate ilegal avancando sobre unidades de conservacao e reservas ambientais,Negativa,91.0,4.7,4.3,2025-05-08 00:00:00
Outros,professores organizam feira escolar com exposicoes interativas sobre economia circular e desperdicio zero,Neutra,11.9,21.2,66.9,2025-05-08 00:00:00
Poluição,estudo aponta que despejo de residuos em manguezais ameaca cadeias alimentares marinhas e provoca extincao de especies,Negativa,89.5,5.8,4.7,2025-05-08 00:00:00
Conservação,campanha nacional incentiva plantio de arvores nativas em centros urbanos para combater ilhas de calor,Positiva,9.8,79.2,11.0,2025-05-08 00:00:00
Outros,grupo de jovens realiza debates semanais sobre sustentabilidade em escola publica com apoio de ongs locais,Neutra,12.5,18.7,68.8,2025-05-08 00:00:00
Políticas Públicas,comissao legislativa propoe revisao de leis ambientais para garantir protecao mais ampla de areas costeiras,Neutra,10.9,19.6,69.5,2025-05-08 00:00:00
Tecnologia Ambiental,pesquisa desenvolve metodo alternativo para medir emissao de carbono em tempo real com precisao ampliada,Neutra,11.4,19.8,68.8,2025-05-08 00:00:00
Conservação,relatorio tecnico apresenta situacao atual de parques nacionais com dados atualizados sobre biodiversidade,Neutra,13.2,17.1,69.7,2025-05-08 00:00:00
Outros,eventos culturais abordam temas ambientais em palestras abertas ao publico promovendo conscientizacao,Neutra,12.0,18.5,69.5,2025-05-08 00:00:00
Biodiversidade,estudo descreve padroes migratorios de aves em transicao entre ecossistemas costeiros e florestais,Neutra,13.4,16.8,69.8,2025-05-08 00:00:00
Tecnologia Ambiental,universidade lanca revista cientifica especializada em inovacao verde e sustentabilidade,Neutra,11.7,17.9,70.4,2025-05-08 00:00:00
Poluição,dados indicam que niveis de poluentes no ar mantem estabilidade apos politicas de controle de emissoes,Neutra,13.5,17.2,69.3,2025-05-08 00:00:00
Queimadas,estudo academico investiga correlacao entre praticas agricolas e ocorrencia de incendios rurais,Neutra,12.4,18.7,68.9,2025-05-08 00:00:00
Mudanças Climáticas,previsoes indicam variacoes sazonais com potencial de impacto moderado em determinadas regioes,Neutra,10.8,19.9,69.3,2025-05-08 00:00:00
Outros,mostra fotografica itinerante destaca impactos ambientais e culturais em diferentes biomas brasileiros,Neutra,11.5,18.6,69.9,2025-05-08 00:00:00
Restauração Ecológica,relatorio destaca desafios logisticos em projetos de reflorestamento de areas degradadas,Neutra,12.9,17.3,69.8,2025-05-08 00:00:00
Políticas Públicas,consulta publica avalia novas diretrizes para gestao sustentavel de residuos solidos urbanos,Neutra,10.7,20.1,69.2,2025-05-08 00:00:00
Tecnologia Ambiental,evento discute tendencias em energias renovaveis e os obstaculos a adocao em massa,Neutra,12.1,17.9,70.0,2025-05-08 00:00:00
Conservação,governo publica inventario detalhado de especies em risco em areas de conservacao federais,Neutra,11.6,19.2,69.2,2025-05-08 00:00:00
Poluição,monitoramento continuo confirma controle sobre emissao de gases toxicos em zonas industriais,Neutra,13.0,18.0,69.0,2025-05-08 00:00:00
Mudanças Climáticas,climatologistas debatem efeitos indiretos do el niño sobre o sul do continente,Neutra,10.9,19.4,69.7,2025-05-08 00:00:00
Outros,coletivo organiza ciclo de oficinas ambientais em centros comunitarios com apoio de universidades,Neutra,11.3,18.8,69.9,2025-05-08 00:00:00
Biodiversidade,relatorio tecnico apresenta contagem atualizada de especies em reservas biologicas da mata atlantica,Neutra,13.2,16.9,69.9,2025-05-08 00:00:00
Restauração Ecológica,levantamento destaca areas com potencial para projetos futuros de recuperacao florestal,Neutra,12.5,17.3,70.2,2025-05-08 00:00:00
Queimadas,analise aponta tendencia de estabilizacao das queimadas em determinadas regioes do cerrado,Neutra,13.1,18.4,68.5,2025-05-08 00:00:00
Políticas Públicas,governo estadual realiza audiencia para avaliar politicas de protecao ambiental urbana,Neutra,12.3,17.9,69.8,2025-05-08 00:00:00
Conservação,documentario apresenta a importancia da manutencao de corredores ecologicos para animais silvestres,Neutra,12.0,18.6,69.4,2025-05-08 00:00:00
Tecnologia Ambiental,pesquisadores desenvolvem aplicativo para rastrear impacto ambiental de habitos cotidianos,Neutra,11.1,20.2,68.7,2025-05-08 00:00:00
Poluição,indice de qualidade do ar mantemse estavel em metropoles brasileiras segundo boletins recentes,Neutra,12.8,17.5,69.7,2025-05-08 00:00:00
Outros,populacao e convidada a participar de mutiroes para educacao ambiental em escolas publicas,Neutra,12.2,18.3,69.5,2025-05-08 00:00:00
Mudanças Climáticas,projecoes sugerem que regioes costeiras poderao sofrer alteracoes climaticas moderadas,Neutra,11.6,18.7,69.7,2025-05-08 00:00:00
Biodiversidade,congresso cientifico reune especialistas para apresentar avancos no mapeamento genetico de especies,Neutra,13.4,16.6,70.0,2025-05-08 00:00:00
Tecnologia Ambiental,painel de especialistas discute o futuro das construcoes sustentaveis e certificacoes verdes,Neutra,12.6,18.2,69.2,2025-05-08 00:00:00
Conservação,agencias ambientais lancam cartilhas educativas sobre o uso sustentavel da fauna e flora,Neutra,11.9,17.4,70.7,2025-05-08 00:00:00
Queimadas,autoridades lancam novo sistema de alerta antecipado para focos de incendio com base em satelites,Neutra,13.3,16.7,70.0,2025-05-08 00:00:00
Desmatamento,pesquisa mapeia areas de maior risco de desmate com base em dados historicos e climaticos,Neutra,12.4,18.1,69.5,2025-05-08 00:00:00
Outros,campanhas educativas buscam conscientizar motoristas sobre emissao de gases e poluicao urbana,Neutra,11.0,19.3,69.7,2025-05-08 00:00:00
Políticas Públicas,camara aprova estudo tecnico sobre adocao de cidades inteligentes sustentaveis em areas urbanas,Neutra,12.6,17.5,69.9,2025-05-08 00:00:00
Tecnologia Ambiental,nova tecnologia promete reducao do consumo de agua em processos industriais sem comprometer a producao,Neutra,10.9,20.1,69.0,2025-05-08 00:00:00
Conservação,universidades elaboram plano de inventario de areas naturais ainda nao catalogadas,Neutra,13.1,17.2,69.7,2025-05-08 00:00:00
Poluição,avaliacao de impactos do transporte maritimo sobre a qualidade da agua e apresentada em conferencia internacional,Neutra,11.4,18.9,69.7,2025-05-08 00:00:00
Mudanças Climáticas,analise aponta pequena variacao de temperatura em zonas montanhosas com efeitos limitados,Neutra,12.5,17.3,70.2,2025-05-08 00:00:00
Outros,oficinas de reaproveitamento de materiais reutilizaveis sao oferecidas gratuitamente em centros comunitarios,Neutra,11.7,18.4,69.9,2025-05-08 00:00:00
Biodiversidade,projeto piloto busca monitorar polinizadores em areas urbanas para mapear perdas ecologicas,Neutra,12.3,18.6,69.1,2025-05-08 00:00:00
Queimadas,as queimadas estao amenizando,Neutra,0.0,0.0,100.0,2025-05-07 08:00:00
Tecnologia Ambiental,empresa brasileira desenvolve filtro sustentavel que purifica agua de rios e lagos com eficiencia elevada,Positiva,10.5,21.0,70.5,2025-05-08 00:00:00
Conservação,novas trilhas ecologicas sao inauguradas com acessibilidade em parque nacional da regiao sul,Positiva,12.1,19.8,70.2,2025-05-08 00:00:00
Outros,universidade publica cria programa para incentivar estudos ambientais em comunidades carentes,Positiva,13.2,18.6,70.1,2025-05-08 00:00:00
Restauração Ecológica,campanha de doacao de mudas atinge marca de um milhao de arvores plantadas em areas urbanas,Positiva,12.8,17.9,70.8,2025-05-08 00:00:00
Políticas Públicas,projeto de lei aprovado amplia recursos para protecao de nascentes em zonas rurais,Positiva,13.3,18.5,70.0,2025-05-08 00:00:00
Tecnologia Ambiental,sistema inteligente de irrigacao reduz consumo de agua em fazendas sem perda de produtividade,Positiva,11.9,19.3,70.3,2025-05-08 00:00:00
Outros,estudantes ganham premio internacional com projeto sobre reutilizacao de residuos organicos,Positiva,10.7,20.4,70.2,2025-05-08 00:00:00
Conservação,ong firma parceria com comunidades indigenas para preservacao de territorio ancestral,Positiva,12.4,18.9,70.5,2025-05-08 00:00:00
Biodiversidade,projeto identifica novas especies de plantas em area de floresta protegida,Positiva,11.5,20.0,70.6,2025-05-08 00:00:00
Poluição,cooperativa comunitaria transforma plastico reciclado em mobiliario urbano resistente e acessivel,Positiva,13.1,18.1,70.4,2025-05-08 00:00:00
Outros,festival cultural promove praticas sustentaveis e alimentacao saudavel em regiao metropolitana,Neutra,12.6,18.3,69.7,2025-05-08 00:00:00
Tecnologia Ambiental,curso online gratuito ensina como instalar paineis solares em residencias populares,Neutra,11.8,19.1,69.9,2025-05-08 00:00:00
Conservação,relatorio aponta estabilidade na fauna de areas de protecao ambiental apos monitoramento anual,Neutra,13.0,18.0,70.0,2025-05-08 00:00:00
Restauração Ecológica,equipe de biologos analisa solos para escolha ideal de especies em reflorestamento,Neutra,12.2,17.8,69.6,2025-05-08 00:00:00
Políticas Públicas,estado realiza consulta popular para criacao de novo parque estadual,Neutra,12.7,17.4,69.8,2025-05-08 00:00:00
Outros,projeto de jovens empreendedores recebe apoio para desenvolver hortas verticais urbanas,Positiva,10.9,20.7,70.3,2025-05-08 00:00:00
Conservação,tecnologia de sensores e usada para acompanhar saude de ecossistemas aquaticos,Neutra,11.3,18.5,69.9,2025-05-08 00:00:00
Poluição,regiao industrial recebe selo de controle ambiental apos melhorias em emissoes,Positiva,13.5,17.6,70.1,2025-05-08 00:00:00
Biodiversidade,grupo de pesquisadores registra comportamento raro de mamifero em caverna no cerrado,Neutra,12.5,18.0,69.8,2025-05-08 00:00:00
Outros,prefeitura lanca programa de compostagem domestica para residencias,Positiva,11.1,19.7,70.4,2025-05-08 00:00:00
Tecnologia Ambiental,plataforma digital ajuda agricultores a monitorar uso de defensivos com precisao,Positiva,10.6,20.8,70.3,2025-05-08 00:00:00
Conservação,cidade ganha novo centro de educacao ambiental com biblioteca especializada,Positiva,12.9,18.2,70.5,2025-05-08 00:00:00
Restauração Ecológica,projeto em zona de pastagem promove regeneracao natural sem intervencao quimica,Neutra,13.1,17.5,69.7,2025-05-08 00:00:00
Outros,estudantes do ensino medio criam robo para coleta de lixo em rios urbanos,Positiva,10.8,20.9,70.6,2025-05-08 00:00:00
Políticas Públicas,regiao amazonica recebe verba extra para controle de queimadas com apoio do exercito,Positiva,12.3,18.4,70.1,2025-05-08 00:00:00
Biodiversidade,instituto realiza censo de especies de anfibios em areas de brejo preservadas,Neutra,13.4,17.2,69.9,2025-05-08 00:00:00
Tecnologia Ambiental,cientistas desenvolvem material biodegradavel a partir de algas marinhas,Positiva,11.2,19.9,70.7,2025-05-08 00:00:00
Outros,professores criam podcast educativo sobre mudancas climaticas e impacto no cotidiano,Neutra,12.0,18.6,69.7,2025-05-08 00:00:00
Conservação,campanha arrecada fundos para salvar area ameacada por expansao urbana,Positiva,12.5,18.0,70.3,2025-05-08 00:00:00
Restauração Ecológica,tecnicas de agrofloresta sao adotadas por comunidades rurais com bons resultados,Positiva,13.0,17.7,70.0,2025-05-08 00:00:00
Poluição,estudo aponta reducao significativa de microplasticos em praias monitoradas,Positiva,11.4,19.6,70.4,2025-05-08 00:00:00
Outros,feira de ciencias ambiental atrai mais de cinco mil visitantes em dois dias,Positiva,12.6,18.1,70.2,2025-05-08 00:00:00
Biodiversidade,parceria entre universidades gera banco genetico de especies ameacadas,Positiva,13.2,17.8,70.5,2025-05-08 00:00:00
Tecnologia Ambiental,software nacional analisa impacto de construcoes em ecossistemas antes da obra,Neutra,11.6,18.9,69.9,2025-05-08 00:00:00
Conservação,projeto comunitario planta flores nativas para recuperar polinizadores urbanos,Positiva,12.8,17.9,70.3,2025-05-08 00:00:00
Restauração Ecológica,programa de reflorestamento em escola rural vira modelo para outras regioes,Positiva,10.5,21.1,70.6,2025-05-08 00:00:00
Políticas Públicas,novas regras de licenciamento ambiental entram em vigor com foco na transparencia,Neutra,12.1,18.3,69.6,2025-05-08 00:00:00
Outros,centro comunitario promove oficinas de reciclagem com criancas e adolescentes,Positiva,11.7,19.1,70.3,2025-05-08 00:00:00
